epoch,accuracy,loss
0,0.7278333306312561,0.8101192712783813
1,0.9243000149726868,0.25164279341697693
2,0.9444166421890259,0.1890718936920166
3,0.9530666470527649,0.15630604326725006
4,0.9590499997138977,0.1339282989501953
5,0.9621333479881287,0.12337003648281097
6,0.9662500023841858,0.11047157645225525
7,0.9678333401679993,0.10568027198314667
8,0.9686833620071411,0.10191341489553452
9,0.9712833166122437,0.09484467655420303
10,0.9700833559036255,0.09612402319908142
11,0.9725333452224731,0.09017139673233032
12,0.9735166430473328,0.08512198179960251
13,0.9740999937057495,0.08390447497367859
14,0.9745000004768372,0.08154026418924332
15,0.9757333397865295,0.07981906831264496
16,0.9766833186149597,0.07490351796150208
17,0.9765499830245972,0.0738486498594284
18,0.9771000146865845,0.07339122146368027
19,0.9787499904632568,0.06938153505325317
20,0.9783499836921692,0.06803741306066513
21,0.9791333079338074,0.06776578724384308
22,0.9783333539962769,0.06797976791858673
23,0.9793166518211365,0.06553401052951813
24,0.9780499935150146,0.06807132065296173
25,0.9797333478927612,0.06371229887008667
26,0.9817500114440918,0.05905913934111595
27,0.9811499714851379,0.05861254781484604
28,0.9806166887283325,0.05999401584267616
29,0.9820166826248169,0.05642486736178398
30,0.98253333568573,0.05514700338244438
31,0.9815666675567627,0.056927647441625595
32,0.9836500287055969,0.052287958562374115
33,0.9829833507537842,0.05316119268536568
34,0.9831333160400391,0.05268336459994316
35,0.9833833575248718,0.05159167945384979
36,0.9837499856948853,0.04956989362835884
37,0.9844666719436646,0.04997491464018822
38,0.9841499924659729,0.048968713730573654
39,0.9851499795913696,0.0470413975417614
40,0.9842833280563354,0.04825182631611824
41,0.9849166870117188,0.04629775136709213
42,0.9849500060081482,0.044545892626047134
43,0.9845333099365234,0.047411803156137466
44,0.9854000210762024,0.04466186463832855
45,0.9858166575431824,0.04338258504867554
46,0.986383318901062,0.04190618544816971
47,0.9876333475112915,0.0399315319955349
48,0.9861666560173035,0.04151955991983414
49,0.986133337020874,0.0415460541844368
50,0.9865999817848206,0.040564000606536865
51,0.9868333339691162,0.04043209180235863
52,0.9871333241462708,0.04047183692455292
53,0.9874500036239624,0.03848204016685486
54,0.987666666507721,0.038176506757736206
55,0.9872166514396667,0.03835754841566086
56,0.9870666861534119,0.03828175738453865
57,0.9883000254631042,0.035536326467990875
58,0.9875500202178955,0.036675892770290375
59,0.9880833625793457,0.03645135834813118
60,0.987583339214325,0.03719624876976013
61,0.9889833331108093,0.03429698944091797
62,0.9886166453361511,0.035029686987400055
63,0.9890499711036682,0.0329725407063961
64,0.989133358001709,0.03349947929382324
65,0.9905333518981934,0.029415354132652283
66,0.9893166422843933,0.03236211836338043
67,0.9891499876976013,0.032482922077178955
68,0.9904500246047974,0.02951018512248993
69,0.9892500042915344,0.03144506737589836
70,0.9900166392326355,0.02950427308678627
71,0.9892833232879639,0.030816860496997833
72,0.9883333444595337,0.0330633819103241
73,0.9903666377067566,0.028854243457317352
74,0.9901999831199646,0.028618620708584785
75,0.9911999702453613,0.025949804112315178
76,0.9896666407585144,0.029700148850679398
77,0.9918833374977112,0.0249958336353302
78,0.9909499883651733,0.027015788480639458
79,0.9910833239555359,0.02664688043296337
80,0.9904166460037231,0.02933116815984249
81,0.9900166392326355,0.02895762212574482
82,0.9913666844367981,0.02668364904820919
83,0.9905166625976562,0.027395062148571014
84,0.9915500283241272,0.024985790252685547
85,0.9909166693687439,0.026758452877402306
86,0.9916666746139526,0.02477041631937027
87,0.9916999936103821,0.024999503046274185
88,0.9925333261489868,0.021809175610542297
89,0.992733359336853,0.021990444511175156
90,0.9914500117301941,0.02460263855755329
91,0.9923833608627319,0.021935008466243744
92,0.991683304309845,0.02479776181280613
93,0.9935333132743835,0.019736627116799355
94,0.991683304309845,0.024224653840065002
95,0.9911333322525024,0.024935515597462654
96,0.9927166700363159,0.02130543626844883
97,0.993233323097229,0.019911572337150574
98,0.9919833540916443,0.02277056686580181
99,0.9919999837875366,0.02261771447956562
100,0.9920833110809326,0.023079071193933487
101,0.9939000010490417,0.0174852441996336
102,0.993233323097229,0.019626369699835777
103,0.9940999746322632,0.0177855733782053
