epoch,accuracy,loss
0,0.7363499999046326,1.146295428276062
1,0.8537333607673645,0.6443312764167786
2,0.8691666722297668,0.5398539900779724
3,0.8773166537284851,0.48895683884620667
4,0.8824833035469055,0.45744943618774414
5,0.8864833116531372,0.4355851113796234
6,0.8892499804496765,0.4192522466182709
7,0.8915500044822693,0.4065411388874054
8,0.8942833542823792,0.39617034792900085
9,0.8958666920661926,0.38756096363067627
10,0.8974166512489319,0.3802867531776428
11,0.8986499905586243,0.3739798963069916
12,0.9001500010490417,0.3684523403644562
13,0.9010499715805054,0.3635674715042114
14,0.9018999934196472,0.35923078656196594
15,0.9030666947364807,0.3552788197994232
16,0.9034666419029236,0.3517494201660156
17,0.904533326625824,0.3485381007194519
18,0.9052166938781738,0.3455461859703064
19,0.9058833122253418,0.3428235650062561
20,0.9064333438873291,0.3403164744377136
21,0.9071000218391418,0.3379354178905487
22,0.9075166583061218,0.3357286751270294
23,0.908050000667572,0.33368951082229614
24,0.9083999991416931,0.3317562937736511
25,0.9089999794960022,0.329914391040802
26,0.9092833399772644,0.3282751739025116
27,0.9097333550453186,0.32659655809402466
28,0.9103666543960571,0.3250914514064789
29,0.9107666611671448,0.3236182928085327
30,0.911050021648407,0.3222448229789734
31,0.9111666679382324,0.32091379165649414
32,0.9117333292961121,0.31968367099761963
33,0.9119333624839783,0.3184635639190674
34,0.9122666716575623,0.3173316717147827
35,0.9125999808311462,0.3162294328212738
36,0.9129833579063416,0.3151497542858124
37,0.9130666851997375,0.31416055560112
38,0.9135833382606506,0.31312689185142517
39,0.9136333465576172,0.31223490834236145
40,0.9139333367347717,0.311334490776062
41,0.9139833450317383,0.3104608356952667
42,0.9143833518028259,0.30960115790367126
43,0.9146999716758728,0.3087962865829468
44,0.9150000214576721,0.3080088794231415
45,0.9150333404541016,0.30720603466033936
46,0.9151999950408936,0.3065350651741028
47,0.915316641330719,0.3057897686958313
48,0.9155833125114441,0.30510661005973816
49,0.9160500168800354,0.30445992946624756
50,0.9157333374023438,0.3037649393081665
51,0.9159666895866394,0.3031172454357147
52,0.9160666465759277,0.30253419280052185
53,0.9161999821662903,0.30191516876220703
54,0.9161499738693237,0.30133676528930664
55,0.9165499806404114,0.3007662296295166
56,0.916700005531311,0.30018067359924316
57,0.9168333411216736,0.29966259002685547
58,0.9167333245277405,0.29909491539001465
59,0.917033314704895,0.29863882064819336
60,0.917116641998291,0.29811543226242065
61,0.9175000190734863,0.2976226210594177
62,0.9175166487693787,0.2971401512622833
63,0.9176999926567078,0.2966969907283783
64,0.9177666902542114,0.29622846841812134
65,0.9180166721343994,0.2957701086997986
66,0.9180833101272583,0.29533034563064575
67,0.9179166555404663,0.29488688707351685
68,0.91839998960495,0.2944851517677307
69,0.9184499979019165,0.2940666377544403
70,0.9185500144958496,0.29366689920425415
71,0.9184333086013794,0.2932494282722473
72,0.9188666939735413,0.2928820848464966
73,0.9189500212669373,0.29250413179397583
74,0.918749988079071,0.2921401262283325
75,0.9190833568572998,0.2917463481426239
76,0.9193000197410583,0.29140016436576843
77,0.9194499850273132,0.29102635383605957
78,0.9194499850273132,0.2907032370567322
79,0.9195166826248169,0.29035863280296326
80,0.919700026512146,0.2900277376174927
81,0.9196166396141052,0.28970101475715637
82,0.919783353805542,0.289354145526886
83,0.9199833273887634,0.28906580805778503
84,0.919866681098938,0.28873834013938904
85,0.9202333092689514,0.28843265771865845
86,0.9201833605766296,0.28814905881881714
87,0.9202333092689514,0.2878192663192749
88,0.9200999736785889,0.2875307500362396
89,0.92044997215271,0.28725069761276245
90,0.9205666780471802,0.2869776785373688
91,0.9205999970436096,0.2866728603839874
92,0.9207333326339722,0.28641852736473083
93,0.9206500053405762,0.28615647554397583
94,0.9208666682243347,0.2858816981315613
95,0.920799970626831,0.28561022877693176
96,0.9207666516304016,0.28536257147789
97,0.9207666516304016,0.2850967347621918
98,0.9209499955177307,0.28485754132270813
99,0.9209166765213013,0.2846020758152008
100,0.9212333559989929,0.28436020016670227
101,0.9212666749954224,0.2841118574142456
102,0.9212499856948853,0.28385356068611145
103,0.9211833477020264,0.2836429476737976
104,0.9214833378791809,0.28341928124427795
105,0.9212999939918518,0.2831685245037079
106,0.9214000105857849,0.28295135498046875
107,0.9216166734695435,0.2827209234237671
108,0.9216333627700806,0.28249508142471313
109,0.9215666651725769,0.2822883129119873
110,0.9216333627700806,0.2820731997489929
111,0.9216499924659729,0.281865656375885
112,0.9219666719436646,0.28165900707244873
113,0.9218833446502686,0.2814478576183319
114,0.9219333529472351,0.2812366783618927
115,0.9219333529472351,0.2810439169406891
116,0.9219499826431274,0.28082919120788574
117,0.9221333265304565,0.28064215183258057
118,0.9220499992370605,0.2804442346096039
119,0.922166645526886,0.280264675617218
120,0.9220166802406311,0.2800496518611908
121,0.922249972820282,0.27985459566116333
122,0.9222000241279602,0.27969494462013245
123,0.9222000241279602,0.2794972062110901
124,0.9225000143051147,0.27931132912635803
125,0.9224500060081482,0.2791212499141693
126,0.9223833084106445,0.278969943523407
127,0.9225000143051147,0.27878445386886597
128,0.9226999878883362,0.27860528230667114
129,0.9223499894142151,0.2784343659877777
